Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total expenditure,Financial performance,Thousand Dollars,314027,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total expenditure,Financial performance,Thousand Dollars,390678,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total expenditure,Financial performance,Thousand Dollars,440730,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total expenditure,Financial performance,Thousand Dollars,485619,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total expenditure,Financial performance,Thousand Dollars,477295,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total expenditure,Financial performance,Thousand Dollars,557793,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Interest and donations,Financial performance,Thousand Dollars,19416,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Interest and donations,Financial performance,Thousand Dollars,24107,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Interest and donations,Financial performance,Thousand Dollars,26134,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Interest and donations,Financial performance,Thousand Dollars,25062,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Interest and donations,Financial performance,Thousand Dollars,21441,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Interest and donations,Financial performance,Thousand Dollars,22844,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Indirect taxes,Financial performance,Thousand Dollars,6437,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Indirect taxes,Financial performance,Thousand Dollars,7063,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Indirect taxes,Financial performance,Thousand Dollars,7468,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Indirect taxes,Financial performance,Thousand Dollars,7941,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Indirect taxes,Financial performance,Thousand Dollars,7170,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Indirect taxes,Financial performance,Thousand Dollars,7417,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Depreciation,Financial performance,Thousand Dollars,16280,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Depreciation,Financial performance,Thousand Dollars,20960,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Depreciation,Financial performance,Thousand Dollars,22540,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Depreciation,Financial performance,Thousand Dollars,26606,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Depreciation,Financial performance,Thousand Dollars,27138,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Depreciation,Financial performance,Thousand Dollars,27579,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Salaries and wages paid,Financial performance,Thousand Dollars,43524,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Salaries and wages paid,Financial performance,Thousand Dollars,54376,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Salaries and wages paid,Financial performance,Thousand Dollars,58975,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Salaries and wages paid,Financial performance,Thousand Dollars,67706,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Salaries and wages paid,Financial performance,Thousand Dollars,68667,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Salaries and wages paid,Financial performance,Thousand Dollars,78559,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,228370,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,284172,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,325613,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,358304,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,352879,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Purchases and operating expenses,Financial performance,Thousand Dollars,421394,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,236101,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,290283,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,315562,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,322565,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,312375,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Opening stocks,Financial performance,Thousand Dollars,291462,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,250683,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,308320,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,336526,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,314423,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,312898,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Closing stocks,Financial performance,Thousand Dollars,297314,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,59804,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,90600,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,58825,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,52677,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,64106,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Surplus before income tax,Financial performance,Thousand Dollars,122304,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,2668850,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,3130310,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,3339230,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,3598721,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,3717156,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Total assets,Financial position,Thousand Dollars,4108417,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,386495,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,569528,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,600500,2019
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,646941,2020
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,669349,2021
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Current assets,Financial position,Thousand Dollars,713725,2022
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,1789966,2017
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,2107587,2018
Table 8,Financials - Maori authorities: Agriculture,ANZSIC06 subdivision A01,Fixed tangible assets,Financial position,Thousand Dollars,2234406,2019
